,sku,description,sku_x,description,sku,description,sku_x,description
327,4008011.0,CLINIQUE,4008011.0,,3968011.0,CLINIQUE,3968011.0,
328,4008011.0,CLINIQUE,4008011.0,,3978011.0,CLINIQUE,3978011.0,
329,348498.0,CLINIQUE,348498.0,,4108011.0,CLINIQUE,4108011.0,
330,8718362.0,CELEBRT ,8718362.0,,2783996.0,CELEBRT ,2783996.0,
331,9402188.0,CLINIQUE,9402188.0,,7261032.0,CLINIQUE,7261032.0,
332,776350.0,CELEBRT ,776350.0,,8798636.0,CELEBRT ,8798636.0,
333,3978011.0,CLINIQUE,3978011.0,,3524026.0,CLINIQUE,3524026.0,
334,264715.0,CLINIQUE,264715.0,,4108011.0,CLINIQUE,4108011.0,
335,6318344.0,CLINIQUE,6318344.0,,4108011.0,CLINIQUE,4108011.0,
336,2726578.0,CLINIQUE,2726578.0,,3998011.0,CLINIQUE,3998011.0,CLINIQUE
337,3978011.0,CLINIQUE,3978011.0,,3898011.0,CLINIQUE,3898011.0,
338,2386897.0,CLINIQUE,2386897.0,,4208011.0,CLINIQUE,4208011.0,
339,726718.0,CLINIQUE,726718.0,,3978011.0,CLINIQUE,3978011.0,
340,3988011.0,CLINIQUE,3988011.0,,6328344.0,CLINIQUE,6328344.0,
341,9277426.0,CLINIQUE,9277426.0,,2698353.0,CLINIQUE,2698353.0,
342,3559555.0,CLINIQUE,3559555.0,,803921.0,CLINIQUE,803921.0,
343,4291399.0,CELEBRT ,4291399.0,,2783996.0,CELEBRT ,2783996.0,
344,3978011.0,CLINIQUE,3978011.0,,4108011.0,CLINIQUE,4108011.0,
345,2726578.0,CLINIQUE,2726578.0,,3978011.0,CLINIQUE,3978011.0,
346,3978011.0,CLINIQUE,3978011.0,,6318344.0,CLINIQUE,6318344.0,
347,4108011.0,CLINIQUE,4108011.0,,3978011.0,CLINIQUE,3978011.0,
348,2716578.0,CLINIQUE,2716578.0,,3898011.0,CLINIQUE,3898011.0,
349,3524026.0,CLINIQUE,3524026.0,,3978011.0,CLINIQUE,3978011.0,CLINIQUE
350,4062567.0,CLINIQUE,4062567.0,,4208011.0,CLINIQUE,4208011.0,
351,8808818.0,CELEBRT ,8808818.0,,4289064.0,CELEBRT ,4289064.0,
352,803921.0,CLINIQUE,803921.0,,3978011.0,CLINIQUE,3978011.0,
353,6328344.0,CLINIQUE,6328344.0,,3988011.0,CLINIQUE,3988011.0,
354,3998011.0,CLINIQUE,3998011.0,,2726578.0,CLINIQUE,2726578.0,CLINIQUE
355,2726578.0,CLINIQUE,2726578.0,,3898011.0,CLINIQUE,3898011.0,
356,3998011.0,CLINIQUE,3998011.0,,6328344.0,CLINIQUE,6328344.0,
357,3559555.0,CLINIQUE,3559555.0,,3978011.0,CLINIQUE,3978011.0,
358,3968011.0,CLINIQUE,3968011.0,,2716578.0,CLINIQUE,2716578.0,
359,3968011.0,CLINIQUE,3968011.0,,803921.0,CLINIQUE,803921.0,
360,8718362.0,CELEBRT ,8718362.0,,5528349.0,CELEBRT ,5528349.0,
361,5528349.0,CELEBRT ,5528349.0,,8798636.0,CELEBRT ,8798636.0,
362,726718.0,CLINIQUE,726718.0,,803921.0,CLINIQUE,803921.0,
363,3537981.0,CELEBRT ,3537981.0,,1184024.0,CELEBRT ,1184024.0,
364,4291399.0,CELEBRT ,4291399.0,,4311399.0,CELEBRT ,4311399.0,
365,4311399.0,CELEBRT ,4311399.0,,4291399.0,CELEBRT ,4291399.0,
366,8798636.0,CELEBRT ,8798636.0,,776350.0,CELEBRT ,776350.0,
367,3898011.0,CLINIQUE,3898011.0,,803921.0,CLINIQUE,803921.0,
368,2716578.0,CLINIQUE,2716578.0,,3968011.0,CLINIQUE,3968011.0,CLINIQUE
369,3161221.0,CLINIQUE,3161221.0,,4992993.0,CLINIQUE,4992993.0,
370,2938210.0,CLINIQUE,2938210.0,,3978011.0,CLINIQUE,3978011.0,
371,4108011.0,CLINIQUE,4108011.0,,6318344.0,CLINIQUE,6318344.0,
372,2783996.0,CELEBRT ,2783996.0,,8718362.0,CELEBRT ,8718362.0,
373,4311399.0,CELEBRT ,4311399.0,,5528349.0,CELEBRT ,5528349.0,
374,803921.0,CLINIQUE,803921.0,,3559555.0,CLINIQUE,3559555.0,
375,4291399.0,CELEBRT ,4291399.0,,5528349.0,CELEBRT ,5528349.0,
376,3537981.0,CELEBRT ,3537981.0,,448103.0,CELEBRT ,448103.0,
377,3968011.0,CLINIQUE,3968011.0,,4440924.0,CLINIQUE,4440924.0,
378,803921.0,CLINIQUE,803921.0,,6318344.0,CLINIQUE,6318344.0,
379,3898011.0,CLINIQUE,3898011.0,,2716578.0,CLINIQUE,2716578.0,
380,6318344.0,CLINIQUE,6318344.0,,803921.0,CLINIQUE,803921.0,
381,7808101.0,CLINIQUE,7808101.0,,3978011.0,CLINIQUE,3978011.0,
382,7808101.0,CLINIQUE,7808101.0,,803921.0,CLINIQUE,803921.0,
383,803921.0,CLINIQUE,803921.0,,3968011.0,CLINIQUE,3968011.0,
384,3537981.0,CELEBRT ,3537981.0,,3547981.0,CELEBRT ,3547981.0,
385,2783996.0,CELEBRT ,2783996.0,,4291399.0,CELEBRT ,4291399.0,
386,3978011.0,CLINIQUE,3978011.0,,3524026.0,CLINIQUE,3524026.0,CLINIQUE
387,8808818.0,CELEBRT ,8808818.0,,5528349.0,CELEBRT ,5528349.0,
388,726718.0,CLINIQUE,726718.0,,4108011.0,CLINIQUE,4108011.0,
389,3690654.0,CLINIQUE,3690654.0,,803921.0,CLINIQUE,803921.0,
390,3898011.0,CLINIQUE,3898011.0,,4440924.0,CLINIQUE,4440924.0,
391,3978011.0,CLINIQUE,3978011.0,,803921.0,CLINIQUE,803921.0,
392,3898011.0,CLINIQUE,3898011.0,,3968011.0,CLINIQUE,3968011.0,CLINIQUE
393,3898011.0,CLINIQUE,3898011.0,,2726578.0,CLINIQUE,2726578.0,
394,3559555.0,CLINIQUE,3559555.0,,4108011.0,CLINIQUE,4108011.0,
395,5528349.0,CELEBRT ,5528349.0,,8718362.0,CELEBRT ,8718362.0,
396,803921.0,CLINIQUE,803921.0,,4108011.0,CLINIQUE,4108011.0,
397,3537981.0,CELEBRT ,3537981.0,,3871688.0,CELEBRT ,3871688.0,
398,803921.0,CLINIQUE,803921.0,,3898011.0,CLINIQUE,3898011.0,
399,3559555.0,CLINIQUE,3559555.0,,6318344.0,CLINIQUE,6318344.0,
400,3968011.0,CLINIQUE,3968011.0,,4108011.0,CLINIQUE,4108011.0,
401,3968011.0,CLINIQUE,3968011.0,,3898011.0,CLINIQUE,3898011.0,CLINIQUE
402,5528349.0,CELEBRT ,5528349.0,,4311399.0,CELEBRT ,4311399.0,
403,4208011.0,CLINIQUE,4208011.0,,4108011.0,CLINIQUE,4108011.0,
404,3898011.0,CLINIQUE,3898011.0,,2716578.0,CLINIQUE,2716578.0,CLINIQUE
405,6318344.0,CLINIQUE,6318344.0,,3524026.0,CLINIQUE,3524026.0,
406,2698353.0,CLINIQUE,2698353.0,,9667426.0,CLINIQUE,9667426.0,
407,3968011.0,CLINIQUE,3968011.0,,6318344.0,CLINIQUE,6318344.0,
408,3968011.0,CLINIQUE,3968011.0,,4008011.0,CLINIQUE,4008011.0,
409,3524026.0,CLINIQUE,3524026.0,,6318344.0,CLINIQUE,6318344.0,
410,5528349.0,CELEBRT ,5528349.0,,4291399.0,CELEBRT ,4291399.0,
411,3537981.0,CELEBRT ,3537981.0,,2783996.0,CELEBRT ,2783996.0,
412,803921.0,CLINIQUE,803921.0,,726718.0,CLINIQUE,726718.0,
413,803921.0,CLINIQUE,803921.0,,3524026.0,CLINIQUE,3524026.0,
414,3968011.0,CLINIQUE,3968011.0,,2716578.0,CLINIQUE,2716578.0,CLINIQUE
415,2698353.0,CLINIQUE,2698353.0,,9277426.0,CLINIQUE,9277426.0,
416,3524026.0,CLINIQUE,3524026.0,,803921.0,CLINIQUE,803921.0,
417,3978011.0,CLINIQUE,3978011.0,,726718.0,CLINIQUE,726718.0,
418,3524026.0,CLINIQUE,3524026.0,,3683946.0,CLINIQUE,3683946.0,
419,803921.0,CLINIQUE,803921.0,,4208011.0,CLINIQUE,4208011.0,
420,803921.0,CLINIQUE,803921.0,,3690654.0,CLINIQUE,3690654.0,
421,4208011.0,CLINIQUE,4208011.0,,803921.0,CLINIQUE,803921.0,
422,4208011.0,CLINIQUE,4208011.0,,4062567.0,CLINIQUE,4062567.0,
423,3161221.0,CLINIQUE,3161221.0,,3978011.0,CLINIQUE,3978011.0,
424,6318344.0,CLINIQUE,6318344.0,,4208011.0,CLINIQUE,4208011.0,
425,6318344.0,CLINIQUE,6318344.0,,3968011.0,CLINIQUE,3968011.0,
426,5528349.0,CELEBRT ,5528349.0,,8808818.0,CELEBRT ,8808818.0,
427,4208011.0,CLINIQUE,4208011.0,,6318344.0,CLINIQUE,6318344.0,
428,4208011.0,CLINIQUE,4208011.0,,3978011.0,CLINIQUE,3978011.0,
429,4108011.0,CLINIQUE,4108011.0,,264715.0,CLINIQUE,264715.0,
430,4108011.0,CLINIQUE,4108011.0,,3683946.0,CLINIQUE,3683946.0,
431,803921.0,CLINIQUE,803921.0,,7808101.0,CLINIQUE,7808101.0,
432,3524026.0,CLINIQUE,3524026.0,,3663946.0,CLINIQUE,3663946.0,
433,4208011.0,CLINIQUE,4208011.0,,2386897.0,CLINIQUE,2386897.0,
434,3978011.0,CLINIQUE,3978011.0,,3559555.0,CLINIQUE,3559555.0,
435,4108011.0,CLINIQUE,4108011.0,,803921.0,CLINIQUE,803921.0,
436,6318344.0,CLINIQUE,6318344.0,,3559555.0,CLINIQUE,3559555.0,
437,3524026.0,CLINIQUE,3524026.0,,5079809.0,CLINIQUE,5079809.0,
438,4108011.0,CLINIQUE,4108011.0,,4208011.0,CLINIQUE,4208011.0,
439,2783996.0,CELEBRT ,2783996.0,,3537981.0,CELEBRT ,3537981.0,
440,4108011.0,CLINIQUE,4108011.0,,5079809.0,CLINIQUE,5079809.0,
441,3978011.0,CLINIQUE,3978011.0,,348498.0,CLINIQUE,348498.0,
442,3978011.0,CLINIQUE,3978011.0,,2726578.0,CLINIQUE,2726578.0,
443,4108011.0,CLINIQUE,4108011.0,,348498.0,CLINIQUE,348498.0,
444,4108011.0,CLINIQUE,4108011.0,,3673946.0,CLINIQUE,3673946.0,
445,4108011.0,CLINIQUE,4108011.0,,3968011.0,CLINIQUE,3968011.0,
446,3978011.0,CLINIQUE,3978011.0,,4208011.0,CLINIQUE,4208011.0,
447,3978011.0,CLINIQUE,3978011.0,,4008011.0,CLINIQUE,4008011.0,
448,3978011.0,CLINIQUE,3978011.0,,3161221.0,CLINIQUE,3161221.0,
449,3978011.0,CLINIQUE,3978011.0,,7808101.0,CLINIQUE,7808101.0,
450,4108011.0,CLINIQUE,4108011.0,,3013129.0,CLINIQUE,3013129.0,
451,4108011.0,CLINIQUE,4108011.0,,726718.0,CLINIQUE,726718.0,
452,4108011.0,CLINIQUE,4108011.0,,3559555.0,CLINIQUE,3559555.0,
453,3978011.0,CLINIQUE,3978011.0,,2938210.0,CLINIQUE,2938210.0,
